source,appid,game_name,is_dlc,player_type,review_id,steam_language,created_at,updated_at,voted_up,votes_up,votes_funny,comment_count,weighted_vote_score,steam_purchase_type,received_for_free,written_during_early_access,steam_deck,review_text,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played
steam,345800,Soundtrack,True,unknown,60976892,english,2019-12-31T09:37:48+00:00,2019-12-31T09:37:48+00:00,True,0,1,0,0.419037312269210815,,False,False,,Tempting Goblet,76561198041342601,0,18,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,128324707,english,2022-12-10T23:11:32+00:00,2022-12-10T23:11:32+00:00,True,0,0,0,0.5,,False,False,,Good music,76561198146214811,0,47,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,78879703,english,2020-11-07T13:05:44+00:00,2020-11-09T02:01:40+00:00,True,0,0,0,0.5,,False,False,,Immersive as ducks !,76561199086588165,0,333,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,42847903,english,2018-06-19T19:05:07+00:00,2018-06-19T19:05:07+00:00,True,0,2,0,0.5,,False,False,,"... DANCE, THEM, ALL!",76561198040825060,0,138,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,50136523,english,2019-04-14T21:17:18+00:00,2019-04-14T21:17:18+00:00,True,0,0,0,0.5,,False,False,,It's good.,76561198018356230,343,158,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,71708949,english,2020-06-30T06:26:23+00:00,2022-04-23T00:26:07+00:00,True,14,0,0,0.694323122501373291,,False,False,,soundtrack is lovely,76561198296543369,146,20,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,45080241,english,2018-10-03T20:53:31+00:00,2018-10-03T20:53:31+00:00,True,2,0,0,0.334717929363250732,,False,False,,Sounds Nice,76561198082089607,0,511,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,142672029,english,2023-07-23T23:02:34+00:00,2023-07-23T23:02:34+00:00,True,0,0,0,0.5,,False,False,,Nice,76561199224275657,0,2,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,48253124,english,2019-01-11T14:26:13+00:00,2019-01-11T14:26:13+00:00,True,0,0,0,0.5,,False,False,,solid 8/10,76561198124286007,325,130,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,59726377,english,2019-12-12T18:43:34+00:00,2019-12-12T18:43:34+00:00,True,36,9,1,0.365588456392288208,,False,False,,­,76561198315585536,2133,1424,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,64168066,english,2020-02-26T23:01:18+00:00,2020-02-26T23:01:18+00:00,True,0,0,0,0.263649225234985352,,False,False,,exquisite,76561198174804359,351,199,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,162195682,english,2024-04-04T16:09:48+00:00,2024-04-04T16:09:48+00:00,True,3,1,1,0.543859660625457764,,True,False,,i will try this game,76561199469991328,17,6,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,118815633,english,2022-07-14T19:32:47+00:00,2022-07-14T19:32:47+00:00,True,0,0,0,0.5,,False,False,,Amazing,76561198054894445,854,511,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,17591387,english,2015-08-18T00:27:17+00:00,2015-08-18T00:27:17+00:00,False,27,14,0,0.389825493097305298,,False,False,,"Definitely not worth the £7 I paid for it, the files are not even remotely long enough to go on for a significant amount of time, I'd prefer it if they redid all of these to make the loops last longer so that it can actually last long enough to get into the songs.

I wouldn't have such an issue if this were only £1, but this is SEVEN POUNDS, I pay that much for far higher-end music albums that last a good 70 minutes!

Also, compare this to say, The Binding of Isaac: Rebirth OST, it's £2 for 106 minutes, EVEN if you take off however many songs that are just extras you might want to skip, and cut it down to 70 minutes, that's STILL cheaper than any off-the-shelf modern CD album you might reasonably get for the same content.

Don't waste your money on this, go buy the soundtrack of another couple of games you like or go buy a full CD album for this much money, hell you could probably spend this much money on any number of fully fledged games that won't only last 30 minutes and leave you feeling empty.

TL;DR: this purchase gave me syphilis.",76561198042170022,0,127,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,16566293,english,2015-06-20T22:15:20+00:00,2016-07-22T00:51:43+00:00,True,112,0,3,0.850429415702819824,,False,False,,"I love these songs, very High Quality. :)

These are the current 10 Songs (More will be added) as of August 18, 2015
1.	The Darkest Dungeon (Theme) by Stuart Chatwood 2:46 song duration
2.	The Hamlet by Stuart Chatwood 2:58 song duration
3.	Explore the Ruins by Stuart Chatwood 8:51 song duration
4.	Combat in the Ruins by Stuart Chatwood 3:36 song duration
5.	A Brief Respite by Stuart Chatwood 2:18 song duration
6.	Battle in the Warrens by Stuart Chatwood 1:20 song duration
7.	Return to the Warrens by Stuart Chatwood 1:22 song duration
8.	Mournweald Encounter by Stuart Chatwood 2:25 song duration
9.	Terror and Madness by Stuart Chatwood 2:06 song duration
10.	House in Ruin by Stuart Chatwood 2:40 song duration

September 30, 2015 update
11. The Cove by Stuart Chatwood 4:34 song duration

April 9, 2016 update
12. The Cove Battle by Stuart Chatwood 5:21 song duration
13. The End by Stuart Chatwood 1:19 song duration
14. The Cove Battle(Siren) by ? 4:36 song duration

July 21 2016 update
15. Town in Chaos by Stuart Chatwood  6:08 song duration",76561198000548658,0,6,0,0,,1970-01-01T00:00:00+00:00
